"IMAGE	MEDICINE_NAME	GENERIC_NAME	DISEASE	DESCRIPTION",,
"2032.png	Monas	Montelukast Sodium	Arthropathy (MONA) syndrome	Monas contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2033.png	Monas	Montelukast Sodium	Arthropathy (MONA) syndrome	Monas contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2034.png	Monas	Montelukast Sodium	Arthropathy (MONA) syndrome	Monas contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2035.png	Monas	Montelukast Sodium	Arthropathy (MONA) syndrome	Monas contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2036.png	Monas	Montelukast Sodium	Arthropathy (MONA) syndrome	Monas contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2037.png	Monas	Montelukast Sodium	Arthropathy (MONA) syndrome	Monas contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2038.png	Monas	Montelukast Sodium	Arthropathy (MONA) syndrome	Monas contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2039.png	Monas	Montelukast Sodium	Arthropathy (MONA) syndrome	Monas contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2040.png	Montair	Montelukast Sodium	Arthropathy (MONA) syndrome	Montair contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2041.png	Montair	Montelukast Sodium	Arthropathy (MONA) syndrome	Montair contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2042.png	Montair	Montelukast Sodium	Arthropathy (MONA) syndrome	Montair contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2043.png	Montair	Montelukast Sodium	Arthropathy (MONA) syndrome	Montair contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2044.png	Montair	Montelukast Sodium	Arthropathy (MONA) syndrome	Montair contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2045.png	Montair	Montelukast Sodium	Arthropathy (MONA) syndrome	Montair contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2046.png	Montair	Montelukast Sodium	Arthropathy (MONA) syndrome	Montair contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2047.png	Montair	Montelukast Sodium	Arthropathy (MONA) syndrome	Montair contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2048.png	Montair	Montelukast Sodium	Arthropathy (MONA) syndrome	Montair contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2049.png	Montair	Montelukast Sodium	Arthropathy (MONA) syndrome	Montair contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2050.png	Montair	Montelukast Sodium	Arthropathy (MONA) syndrome	Montair contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2051.png	Montair	Montelukast Sodium	Arthropathy (MONA) syndrome	Montair contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2052.png	Montair	Montelukast Sodium	Arthropathy (MONA) syndrome	Montair contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2053.png	Montair	Montelukast Sodium	Arthropathy (MONA) syndrome	Montair contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2054.png	Montair	Montelukast Sodium	Arthropathy (MONA) syndrome	Montair contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2055.png	Montair	Montelukast Sodium	Arthropathy (MONA) syndrome	Montair contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2056.png	Montair	Montelukast Sodium	Arthropathy (MONA) syndrome	Montair contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2057.png	Montair	Montelukast Sodium	Arthropathy (MONA) syndrome	Montair contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2058.png	Montair	Montelukast Sodium	Arthropathy (MONA) syndrome	Montair contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2059.png	Montair	Montelukast Sodium	Arthropathy (MONA) syndrome	Montair contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2060.png	Montair	Montelukast Sodium	Arthropathy (MONA) syndrome	Montair contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2061.png	Montair	Montelukast Sodium	Arthropathy (MONA) syndrome	Montair contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2062.png	Montair	Montelukast Sodium	Arthropathy (MONA) syndrome	Montair contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2063.png	Montair	Montelukast Sodium	Arthropathy (MONA) syndrome	Montair contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2064.png	Montair	Montelukast Sodium	Arthropathy (MONA) syndrome	Montair contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2065.png	Montair	Montelukast Sodium	Arthropathy (MONA) syndrome	Montair contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2066.png	Montair	Montelukast Sodium	Arthropathy (MONA) syndrome	Montair contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2067.png	Montair	Montelukast Sodium	Arthropathy (MONA) syndrome	Montair contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2068.png	Montair	Montelukast Sodium	Arthropathy (MONA) syndrome	Montair contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2069.png	Montair	Montelukast Sodium	Arthropathy (MONA) syndrome	Montair contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2070.png	Montair	Montelukast Sodium	Arthropathy (MONA) syndrome	Montair contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2071.png	Montair	Montelukast Sodium	Arthropathy (MONA) syndrome	Montair contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2072.png	Montair	Montelukast Sodium	Arthropathy (MONA) syndrome	Montair contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2073.png	Montair	Montelukast Sodium	Arthropathy (MONA) syndrome	Montair contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2074.png	Montair	Montelukast Sodium	Arthropathy (MONA) syndrome	Montair contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2075.png	Montair	Montelukast Sodium	Arthropathy (MONA) syndrome	Montair contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2076.png	Montair	Montelukast Sodium	Arthropathy (MONA) syndrome	Montair contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2077.png	Montair	Montelukast Sodium	Arthropathy (MONA) syndrome	Montair contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2078.png	Montair	Montelukast Sodium	Arthropathy (MONA) syndrome	Montair contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2079.png	Montair	Montelukast Sodium	Arthropathy (MONA) syndrome	Montair contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2080.png	Montene	Montelukast Sodium	Arthropathy (MONA) syndrome	Montene contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2081.png	Montene	Montelukast Sodium	Arthropathy (MONA) syndrome	Montene contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2082.png	Montene	Montelukast Sodium	Arthropathy (MONA) syndrome	Montene contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2083.png	Montene	Montelukast Sodium	Arthropathy (MONA) syndrome	Montene contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2084.png	Montene	Montelukast Sodium	Arthropathy (MONA) syndrome	Montene contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2085.png	Montene	Montelukast Sodium	Arthropathy (MONA) syndrome	Montene contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2086.png	Montene	Montelukast Sodium	Arthropathy (MONA) syndrome	Montene contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2087.png	Montene	Montelukast Sodium	Arthropathy (MONA) syndrome	Montene contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2088.png	Montene	Montelukast Sodium	Arthropathy (MONA) syndrome	Montene contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2089.png	Montene	Montelukast Sodium	Arthropathy (MONA) syndrome	Montene contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2090.png	Montene	Montelukast Sodium	Arthropathy (MONA) syndrome	Montene contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2091.png	Montene	Montelukast Sodium	Arthropathy (MONA) syndrome	Montene contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2092.png	Montene	Montelukast Sodium	Arthropathy (MONA) syndrome	Montene contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2093.png	Montene	Montelukast Sodium	Arthropathy (MONA) syndrome	Montene contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2094.png	Montene	Montelukast Sodium	Arthropathy (MONA) syndrome	Montene contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2095.png	Montene	Montelukast Sodium	Arthropathy (MONA) syndrome	Montene contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2096.png	Montene	Montelukast Sodium	Arthropathy (MONA) syndrome	Montene contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2097.png	Montene	Montelukast Sodium	Arthropathy (MONA) syndrome	Montene contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2098.png	Montene	Montelukast Sodium	Arthropathy (MONA) syndrome	Montene contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2099.png	Montene	Montelukast Sodium	Arthropathy (MONA) syndrome	Montene contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2100.png	Montene	Montelukast Sodium	Arthropathy (MONA) syndrome	Montene contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2101.png	Montene	Montelukast Sodium	Arthropathy (MONA) syndrome	Montene contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2102.png	Montene	Montelukast Sodium	Arthropathy (MONA) syndrome	Montene contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2103.png	Montene	Montelukast Sodium	Arthropathy (MONA) syndrome	Montene contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2104.png	Montene	Montelukast Sodium	Arthropathy (MONA) syndrome	Montene contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2105.png	Montene	Montelukast Sodium	Arthropathy (MONA) syndrome	Montene contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2106.png	Montene	Montelukast Sodium	Arthropathy (MONA) syndrome	Montene contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2107.png	Montene	Montelukast Sodium	Arthropathy (MONA) syndrome	Montene contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
